suburb_name,commission_rate
"Kingfisher Shores, NSW",2.22
"Lake Munmorah, NSW",2.56
"Lemon Tree, NSW",2.22
"Little Jilliby, NSW",2.22
"Mannering Park, NSW",2.22
"Mardi, NSW",2.22
"Moonee, NSW",2.22
"Point Wolstoncroft, NSW",2.22
"Ravensdale, NSW",2.22
"Rocky Point, NSW",2.22
"Summerland Point, NSW",2.22
"Tacoma, NSW",2.22
"Tacoma South, NSW",2.22
"Tuggerah, NSW",2.22
"Tuggerawong, NSW",2.22
"Wadalba, NSW",2.14
"Wallarah, NSW",2.22
"Warnervale, NSW",2.22
"Watanobbi, NSW",2.22
"Woongarrah, NSW",2.22
"Wybung, NSW",2.22
"Wyee, NSW",2.22
"Wyee Point, NSW",2.22
"Wyong, NSW",2.22
"Wyong Creek, NSW",2.22
"Wyongah, NSW",2.22
"Yarramalong, NSW",2.22
"Erina Heights, NSW",2.13
"Forresters Beach, NSW",2.13
"North Avoca, NSW",2.13
"Terrigal, NSW",2.13
"Wamberal, NSW",2.13
"Bateau Bay, NSW",2.06
"Bay Village, NSW",1.98
"Berkeley Vale, NSW",1.98
"Blue Bay, NSW",1.98
"Chittaway Bay, NSW",1.98
"Chittaway Point, NSW",1.98
"Glenning Valley, NSW",1.98
"Killarney Vale, NSW",1.98
"Long Jetty, NSW",1.94
"Magenta, NSW",1.98
"Shelly Beach, NSW",1.98
"The Entrance, NSW",1.98
"The Entrance North, NSW",1.98
"Toowoon Bay, NSW",1.98
"Tumbi Umbi, NSW",1.98
"Blue Haven, NSW",2.08
"Budgewoi, NSW",2.08
"Budgewoi Peninsula, NSW",2.08
"Buff Point, NSW",2.08
"Colongra, NSW",2.08
"Doyalson, NSW",2.08
"Doyalson North, NSW",2.08
"Halekulani, NSW",2.08
"San Remo, NSW",2.30
"Canton Beach, NSW",2.31
"Charmhaven, NSW",2.31
"Gorokan, NSW",2.31
"Lake Haven, NSW",2.31
"Norah Head, NSW",2.31
"Noraville, NSW",2.31
"Toukley, NSW",2.24
"Balcolyn, NSW",2.03
"Bonnells Bay, NSW",2.03
"Brightwaters, NSW",2.03
"Dora Creek, NSW",2.03
"Eraring, NSW",2.03
"Mandalong, NSW",2.03
"Mirrabooka, NSW",2.03
"Morisset, NSW",2.03
"Morisset Park, NSW",2.03
"Myuna Bay, NSW",2.03
"Silverwater, NSW",2.03
"Sunshine, NSW",2.03
"Windermere Park, NSW",2.03
"Yarrawonga Park, NSW",2.03
"Cooranbong, NSW",2.11
"Martinsville, NSW",2.11
"Wangi Wangi, NSW",2.11
"Barnsley, NSW",2.11
"Killingworth, NSW",2.11
"Wakefield, NSW",2.11
"Belmont, NSW",1.94
"Belmont North, NSW",1.94
"Belmont South, NSW",1.94
"Croudace Bay, NSW",1.94
"Floraville, NSW",1.94
"Jewells, NSW",1.94
"Marks Point, NSW",1.94
"Valentine, NSW",1.94
"Blacksmiths, NSW",2.15
"Cams Wharf, NSW",2.15
"Catherine Hill Bay, NSW",2.15
"Caves Beach, NSW",2.15
"Little Pelican, NSW",2.15
"Murrays Beach, NSW",2.15
"Nords Wharf, NSW",2.15
"Pelican, NSW",2.15
"Pinny Beach, NSW",2.15
"Swansea, NSW",2.15
"Swansea Heads, NSW",2.15
"Eleebana, NSW",2.01
"Lakelands, NSW",2.01
"Warners Bay, NSW",2.01
"Arcadia Vale, NSW",2.33
"Awaba, NSW",2.33
"Balmoral, NSW",2.33
"Blackalls Park, NSW",2.33
"Bolton Point, NSW",2.33
"Buttaba, NSW",2.33
"Carey Bay, NSW",2.33
"Coal Point, NSW",2.33
"Fassifern, NSW",2.33
"Fennell Bay, NSW",2.33
"Fishing Point, NSW",2.33
"Kilaben Bay, NSW",2.33
"Rathmines, NSW",2.33
"Ryhope, NSW",2.33
"Toronto, NSW",2.33
"Argenton, NSW",2.03
"Boolaroo, NSW",2.03
"Booragul, NSW",2.03
"Marmong Point, NSW",2.03
"Speers Point, NSW",2.03
"Teralba, NSW",2.03
"Woodrising, NSW",2.03
"Cameron Park, NSW",1.80
"Cardiff, NSW",1.98
"Cardiff Heights, NSW",1.98
"Cardiff South, NSW",1.98
"Edgeworth, NSW",1.98
"Glendale, NSW",1.98
"Macquarie Hills, NSW",1.98
"Holmesville, NSW",2.11
"Seahampton, NSW",2.11
"West Wallsend, NSW",2.11
"Birmingham Gardens, NSW",2.05
"Elermore Vale, NSW",2.05
"Fletcher, NSW",2.05
"Maryland, NSW",2.05
"Minmi, NSW",2.05
"Rankin Park, NSW",2.05
"Wallsend, NSW",2.09
"Wallsend South, NSW",2.05
"Adamstown, NSW",1.93
"Adamstown Heights, NSW",1.93
"Garden Suburb, NSW",1.93
"Highfields, NSW",1.93
"Kotara, NSW",1.93
"Kotara Fair, NSW",1.93
"Kotara South, NSW",1.93
"Bennetts Green, NSW",2.01
"Charlestown, NSW",1.97
"Dudley, NSW",2.01
"Gateshead, NSW",2.01
"Hillsborough, NSW",2.01
"Kahibah, NSW",2.01
"Mount Hutton, NSW",2.01
"Redhead, NSW",2.01
"Tingira Heights, NSW",2.01
"Whitebridge, NSW",2.01
"Merewether, NSW",2.03
"Merewether Heights, NSW",2.03
"The Junction, NSW",2.03
"Broadmeadow, NSW",2.03
"Hamilton North, NSW",2.03
"Maryville, NSW",2.03
"Wickham, NSW",2.03
"Carrington, NSW",2.38
"Fern Bay, NSW",2.03
"Stockton, NSW",2.03
"Islington, NSW",2.03
"Tighes Hill, NSW",2.03
"Georgetown, NSW",2.14
"Waratah, NSW",2.17
"Waratah West, NSW",2.14
"Jesmond, NSW",2.02
"Lambton, NSW",2.02
"North Lambton, NSW",2.02
"Bar Beach, NSW",2.03
"Cooks Hill, NSW",2.03
"Newcastle, NSW",2.03
"Newcastle East, NSW",2.03
"The Hill, NSW",2.03
"Newcastle West, NSW",2.03
"Hamilton, NSW",2.03
"Hamilton East, NSW",2.03
"Hamilton South, NSW",2.03
"Kooragang, NSW",1.93
"Mayfield, NSW",1.93
"Mayfield East, NSW",1.93
"Mayfield North, NSW",1.93
"Mayfield West, NSW",1.93
"Sandgate, NSW",1.93
"Warabrook, NSW",1.93
"Kotara East, NSW",2.03
"New Lambton, NSW",2.03
"New Lambton Heights, NSW",2.03
"Windale, NSW",2.03
"Shortland, NSW",2.03
"Callaghan, NSW",2.03
"Dangar, NSW",2.84
"Allynbrook, NSW",2.19
"Bingleburra, NSW",2.19
"Carrabolla, NSW",2.19
"East Gresford, NSW",2.19
"Eccleston, NSW",2.19
"Gresford, NSW",2.19
"Halton, NSW",2.19
"Lewinsbrook, NSW",2.19
"Lostock, NSW",2.19
"Mount Rivers, NSW",2.19
"Upper Allyn, NSW",2.19
"Minimbah, NSW",2.61
"Nabiac, NSW",2.19
"Corlette, NSW",2.39
"Fingal Bay, NSW",2.39
"Nelson Bay, NSW",2.39
"Shoal Bay, NSW",2.39
"Anna Bay, NSW",2.38
"Boat Harbour, NSW",2.38
"Bobs Farm, NSW",2.38
"Fishermans Bay, NSW",2.38
"One Mile, NSW",2.38
"Taylors Beach, NSW",2.38
"Salamander Bay, NSW",2.38
"Soldiers Point, NSW",2.38
"Campvale, NSW",2.38
"Ferodale, NSW",2.38
"Fullerton Cove, NSW",2.38
"Medowie, NSW",2.38
"Oyster Cove, NSW",2.38
"Salt Ash, NSW",2.38
"Williamtown, NSW",2.38
"Lemon Tree Passage, NSW",2.38
"Mallabula, NSW",2.38
"Tanilba Bay, NSW",2.38
"Tilligerry Creek, NSW",2.38
"Aberglasslyn, NSW",2.12
"Allandale, NSW",2.07
"Anambah, NSW",2.07
"Bolwarra, NSW",2.07
"Bolwarra Heights, NSW",2.07
"Farley, NSW",2.07
"Glen Oak, NSW",2.07
"Gosforth, NSW",2.07
"Hillsborough, NSW",2.07
"Horseshoe Bend, NSW",2.07
"Keinbah, NSW",2.07
"Largs, NSW",2.07
"Lorn, NSW",2.07
"Louth Park, NSW",2.07
"Maitland, NSW",2.07
"Maitland North, NSW",2.07
"Maitland Vale, NSW",2.07
"Melville, NSW",2.07
"Mindaribba, NSW",2.07
"Mount Dee, NSW",2.07
"Oakhampton, NSW",2.07
"Oakhampton Heights, NSW",2.07
"Pokolbin, NSW",2.07
"Rosebrook, NSW",2.07
"Rothbury, NSW",2.07
"Rutherford, NSW",2.09
"South Maitland, NSW",2.07
"Telarah, NSW",2.07
"Wallalong, NSW",2.07
"Windella, NSW",2.07
"Berry Park, NSW",2.20
"Butterwick, NSW",2.20
"Clarence Town, NSW",2.20
"Cliftleigh, NSW",2.04
"Duckenfield, NSW",2.20
"Duns Creek, NSW",2.20
"Gillieston Heights, NSW",2.20
"Glen Martin, NSW",2.20
"Glen William, NSW",2.20
"Harpers Hill, NSW",2.20
"Heddon Greta, NSW",2.20
"Hinton, NSW",2.20
"Lochinvar, NSW",2.20
"Luskintyre, NSW",2.20
"Morpeth, NSW",2.20
"Oswald, NSW",2.20
"Phoenix Park, NSW",2.20
"Raworth, NSW",2.20
"Windermere, NSW",2.20
"Woodville, NSW",2.20
"Beresfield, NSW",2.09
"Black Hill, NSW",2.09
"Chisholm, NSW",2.18
"Hexham, NSW",2.09
"Lenaghan, NSW",2.09
"Stockrington, NSW",2.09
"Tarro, NSW",2.09
"Thornton, NSW",2.09
"Tomago, NSW",2.09
"Woodberry, NSW",2.09
"Ashtonfield, NSW",2.17
"Brunkerville, NSW",2.17
"Buchanan, NSW",2.17
"Buttai, NSW",2.17
"East Maitland, NSW",2.22
"Four Mile Creek, NSW",2.17
"Freemans Waterhole, NSW",2.17
"Green Hills, NSW",2.17
"Metford, NSW",2.17
"Metford DC, NSW",2.17
"Mount Vincent, NSW",2.17
"Mulbring, NSW",2.17
"Pitnacree, NSW",2.17
"Richmond Vale, NSW",2.17
"Tenambit, NSW",2.17
"Balickera, NSW",2.20
"Brandy Hill, NSW",2.20
"Bundabah, NSW",2.20
"Carrington, NSW",2.20
"Eagleton, NSW",2.20
"East Seaham, NSW",2.20
"Hawks Nest, NSW",2.20
"Heatherbrae, NSW",2.20
"Karuah, NSW",2.20
"Limeburners Creek, NSW",2.20
"Millers Forest, NSW",2.20
"Nelsons Plains, NSW",2.20
"North Arm Cove, NSW",2.20
"Osterley, NSW",2.20
"Pindimar, NSW",2.20
"Raymond Terrace, NSW",2.20
"Raymond Terrace East, NSW",2.20
"Seaham, NSW",2.20
"Swan Bay, NSW",2.20
"Tahlee, NSW",2.20
"Tea Gardens, NSW",2.20
"Twelve Mile Creek, NSW",2.20
"Aberdare, NSW",2.23
"Abernethy, NSW",2.23
"Bellbird, NSW",2.32
"Bellbird Heights, NSW",2.23
"Cedar Creek, NSW",2.23
"Cessnock, NSW",2.23
"Cessnock West, NSW",2.23
"Congewai, NSW",2.23
"Corrabare, NSW",2.23
"Ellalong, NSW",2.23
"Elrington, NSW",2.23
"Greta Main, NSW",2.23
"Kearsley, NSW",2.23
"Kitchener, NSW",2.23
"Laguna, NSW",2.23
"Lovedale, NSW",2.23
"Millfield, NSW",2.23
"Moruben, NSW",2.23
"Mount View, NSW",2.23
"Nulkaba, NSW",2.23
"Olney, NSW",2.23
"Paxton, NSW",2.23
"Paynes Crossing, NSW",2.23
"Pelton, NSW",2.23
"Quorrobolong, NSW",2.23
"Sweetmans Creek, NSW",2.23
"Wollombi, NSW",2.23
"Abermain, NSW",2.33
"Bishops Bridge, NSW",2.33
"Loxford, NSW",2.33
"Neath, NSW",2.33
"Sawyers Gully, NSW",2.33
"Weston, NSW",2.33
"Kurri Kurri, NSW",2.19
"Pelaw Main, NSW",2.19
"Stanford Merthyr, NSW",2.19
"Bureen, NSW",2.57
"Dalswinton, NSW",2.57
"Denman, NSW",2.57
"Giants Creek, NSW",2.57
"Hollydeen, NSW",2.57
"Kerrabee, NSW",2.57
"Mangoola, NSW",2.57
"Martindale, NSW",2.57
"Widden, NSW",2.57
"Yarrawa, NSW",2.57
"Cassilis, NSW",2.57
"Merriwa, NSW",2.57
"Uarbry, NSW",2.57
"Appletree Flat, NSW",2.13
"Big Ridge, NSW",2.13
"Big Yengo, NSW",2.13
"Bowmans Creek, NSW",2.13
"Bridgman, NSW",2.13
"Broke, NSW",2.13
"Bulga, NSW",2.13
"Camberwell, NSW",2.13
"Carrowbrook, NSW",2.13
"Clydesdale, NSW",2.13
"Combo, NSW",2.13
"Darlington, NSW",2.13
"Doyles Creek, NSW",2.13
"Dunolly, NSW",2.13
"Dural, NSW",2.13
"Dyrring, NSW",2.13
"Falbrook, NSW",2.13
"Fern Gully, NSW",2.13
"Fordwich, NSW",2.13
"Garland Valley, NSW",2.13
"Glendon, NSW",2.13
"Glendon Brook, NSW",2.13
"Glennies Creek, NSW",2.13
"Glenridding, NSW",2.13
"Goorangoola, NSW",2.13
"Gouldsville, NSW",2.13
"Gowrie, NSW",2.13
"Greenlands, NSW",2.13
"Hambledon Hill, NSW",2.13
"Hebden, NSW",2.13
"Howes Valley, NSW",2.13
"Howick, NSW",2.13
"Hunterview, NSW",2.13
"Jerrys Plains, NSW",2.13
"Lemington, NSW",2.13
"Long Point, NSW",2.13
"Maison Dieu, NSW",2.13
"Mcdougalls Hill, NSW",2.13
"Middle Falbrook, NSW",2.13
"Milbrodale, NSW",2.13
"Mirannie, NSW",2.13
"Mitchells Flat, NSW",2.13
"Mount Olive, NSW",2.13
"Mount Royal, NSW",2.13
"Mount Thorley, NSW",2.13
"Obanvale, NSW",2.13
"Putty, NSW",2.13
"Ravensworth, NSW",2.13
"Redbournberry, NSW",2.13
"Reedy Creek, NSW",2.13
"Rixs Creek, NSW",2.13
"Roughit, NSW",2.13
"Scotts Flat, NSW",2.13
"Sedgefield, NSW",2.13
"Singleton, NSW",2.13
"Singleton Heights, NSW",2.13
"St Clair, NSW",2.13
"Warkworth, NSW",2.13
"Wattle Ponds, NSW",2.13
"Westbrook, NSW",2.13
"Whittingham, NSW",2.13
"Wollemi, NSW",2.13
"Wylies Flat, NSW",2.13
"Baerami, NSW",2.79
"Baerami Creek, NSW",2.79
"Bengalla, NSW",2.79
"Castle Rock, NSW",2.79
"Edderton, NSW",2.79
"Gungal, NSW",2.79
"Kayuga, NSW",2.79
"Liddell, NSW",2.79
"Manobalai, NSW",2.79
"Mccullys Gap, NSW",2.79
"Muscle Creek, NSW",2.79
"Muswellbrook, NSW",2.79
"Sandy Hollow, NSW",2.79
"Wybong, NSW",2.79
"Greta, NSW",2.57
"Belford, NSW",2.30
"Branxton, NSW",2.30
"Dalwood, NSW",2.30
"East Branxton, NSW",2.30
"Elderslie, NSW",2.30
"Lambs Valley, NSW",2.30
"Leconfield, NSW",2.30
"Lower Belford, NSW",2.30
"North Rothbury, NSW",2.30
"Stanhope, NSW",2.30
"Aberdeen, NSW",2.84
"Dartbrook, NSW",2.84
"Davis Creek, NSW",2.84
"Rossgole, NSW",2.84
"Rouchel, NSW",2.84
"Rouchel Brook, NSW",2.84
"Upper Dartbrook, NSW",2.84
"Upper Rouchel, NSW",2.84
"Belltrees, NSW",2.57
"Brawboy, NSW",2.57
"Bunnan, NSW",2.57
"Dry Creek, NSW",2.57
"Ellerston, NSW",2.57
"Glenbawn, NSW",2.57
"Glenrock, NSW",2.57
"Gundy, NSW",2.57
"Kars Springs, NSW",2.57
"Middle Brook, NSW",2.57
"Moobi, NSW",2.57
"Moonan Brook, NSW",2.57
"Moonan Flat, NSW",2.57
"Murulla, NSW",2.57
"Omadale, NSW",2.57
"Owens Gap, NSW",2.57
"Pages Creek, NSW",2.57
"Parkville, NSW",2.57
"Scone, NSW",2.57
"Segenhoe, NSW",2.57
"Stewarts Brook, NSW",2.57
"Tomalla, NSW",2.57
"Waverly, NSW",2.57
"Wingen, NSW",2.57
"Woolooma, NSW",2.57
"Ardglen, NSW",2.84
"Blandford, NSW",2.84
"Crawney, NSW",2.84
"Green Creek, NSW",2.84
"Murrurundi, NSW",2.84
"Pages River, NSW",2.84
"Sandy Creek, NSW",2.84
"Scotts Creek, NSW",2.84
"Timor, NSW",2.84
"Big Jacks Creek, NSW",2.84
"Braefield, NSW",2.84
"Cattle Creek, NSW",2.84
"Chilcotts Creek, NSW",2.84
"Little Jacks Creek, NSW",2.84
"Macdonalds Creek, NSW",2.84
"Parraweena, NSW",2.84
"Warrah, NSW",2.84
"Warrah Creek, NSW",2.84
"Willow Tree, NSW",2.84
"Appleby, NSW",2.70
"Barry, NSW",2.70
"Bective, NSW",2.70
"Bithramere, NSW",2.70
"Bowling Alley Point, NSW",2.70
"Calala, NSW",2.70
"Carroll, NSW",2.70
"Daruka, NSW",2.70
"Duncans Creek, NSW",2.70
"Dungowan, NSW",2.70
"East Tamworth, NSW",2.70
"Garoo, NSW",2.70
"Gidley, NSW",2.70
"Goonoo Goonoo, NSW",2.70
"Gowrie, NSW",2.70
"Hallsville, NSW",2.70
"Hanging Rock, NSW",2.70
"Hillvue, NSW",2.70
"Keepit, NSW",2.70
"Kingswood, NSW",2.70
"Loomberah, NSW",2.70
"Moore Creek, NSW",2.70
"Nemingha, NSW",2.70
"North Tamworth, NSW",2.70
"Nundle, NSW",2.70
"Ogunbil, NSW",2.70
"Oxley Vale, NSW",2.70
"Piallamore, NSW",2.70
"Somerton, NSW",2.70
"South Tamworth, NSW",3.00
"Taminda, NSW",2.70
"Tamworth, NSW",2.70
"Timbumburi, NSW",2.70
"Wallamore, NSW",2.70
"Warral, NSW",2.70
"Weabonga, NSW",2.70
"West Tamworth, NSW",2.70
"Westdale, NSW",2.70
"Woolomin, NSW",2.70
"Werris Creek, NSW",2.84
"Currabubula, NSW",2.84
"Piallaway, NSW",2.84
"Blackville, NSW",2.84
"Borambil, NSW",2.84
"Bundella, NSW",2.84
"Caroona, NSW",2.84
"Colly Blue, NSW",2.84
"Coomoo Coomoo, NSW",2.84
"Pine Ridge, NSW",2.84
"Quipolly, NSW",2.84
"Quirindi, NSW",2.84
"Spring Ridge, NSW",2.84
"Wallabadah, NSW",2.84
"Warrah Ridge, NSW",2.84
"Windy, NSW",2.84
"Yannergee, NSW",2.84
"Yarraman, NSW",2.84
"Duri, NSW",2.84
"Winton, NSW",2.84
"Attunga, NSW",2.84
"Garthowen, NSW",2.84
"Borah Creek, NSW",2.84
"Halls Creek, NSW",2.84
"Klori, NSW",2.84
"Manilla, NSW",2.84
"Namoi River, NSW",2.84
"New Mexico, NSW",2.84
"Rushes Creek, NSW",2.84
"Upper Manilla, NSW",2.84
"Warrabah, NSW",2.84
"Wimborne, NSW",2.84
"Wongo Creek, NSW",2.84
"Banoon, NSW",2.84
"Barraba, NSW",2.84
"Cobbadah, NSW",2.84
"Gulf Creek, NSW",2.84
"Gundamulda, NSW",2.84
"Ironbark, NSW",2.84
"Lindesay, NSW",2.84
"Longarm, NSW",2.84
"Mayvale, NSW",2.84
"Red Hill, NSW",2.84
"Thirldene, NSW",2.84
"Thirloene, NSW",2.84
"Upper Horton, NSW",2.84
"Woodsreef, NSW",2.84
"Aberfoyle, NSW",3.00
"Abington, NSW",3.00
"Argyle, NSW",3.00
"Armidale, NSW",3.10
"Boorolong, NSW",3.00
"Castle Doyle, NSW",3.00
"Dangarsleigh, NSW",3.00
"Donald Creek, NSW",3.00
"Dumaresq, NSW",3.00
"Duval, NSW",3.00
"Enmore, NSW",3.00
"Hillgrove, NSW",3.00
"Invergowrie, NSW",3.00
"Jeogla, NSW",3.00
"Kellys Plains, NSW",3.00
"Lyndhurst, NSW",3.00
"Puddledock, NSW",3.00
"Saumarez, NSW",3.00
"Saumarez Ponds, NSW",3.00
"Thalgarrah, NSW",3.00
"Tilbuster, NSW",3.00
"Wards Mistake, NSW",3.00
"West Armidale, NSW",3.00
"Wollomombi, NSW",3.00
"Wongwibinda, NSW",3.00
"Kootingal, NSW",2.84
"Limbri, NSW",2.84
"Mulla Creek, NSW",2.84
"Tintinhull, NSW",2.84
"Moonbi, NSW",2.84
"Kentucky, NSW",2.84
"Kentucky South, NSW",2.84
"Niangala, NSW",2.84
"Nowendoc, NSW",2.84
"Walcha, NSW",2.84
"Walcha Road, NSW",2.84
"Wollun, NSW",2.84
"Woolbrook, NSW",2.84
"Yarrowitch, NSW",2.84
"Bendemeer, NSW",2.84
"Retreat, NSW",2.84
"Watsons Creek, NSW",2.84
"Gwabegar, NSW",2.84
"Bomera, NSW",2.69
"Box Ridge, NSW",2.69
"Bugaldie, NSW",2.69
"Coonabarabran, NSW",2.69
"Dandry, NSW",2.69
"Gowang, NSW",2.69
"Purlewaugh, NSW",2.69
"Rocky Glen, NSW",2.69
"Tannabar, NSW",2.69
"Ulamambri, NSW",2.69
"Wattle Springs, NSW",2.69
"Arding, NSW",2.84
"Balala, NSW",2.84
"Gostwyck, NSW",2.84
"Kingstown, NSW",2.84
"Mihi, NSW",2.84
"Rocky River, NSW",2.84
"Salisbury Plains, NSW",2.84
"Torryburn, NSW",2.84
"Uralla, NSW",2.84
"Yarrowyck, NSW",2.84
"Aberdeen, NSW",2.84
"Bakers Creek, NSW",2.84
"Bundarra, NSW",2.84
"Camerons Creek, NSW",2.84
"Auburn Vale, NSW",2.52
"Brodies Plains, NSW",2.52
"Bukkulla, NSW",2.52
"Cherry Tree Hill, NSW",2.52
"Copeton, NSW",2.52
"Elsmore, NSW",2.52
"Gilgai, NSW",2.52
"Graman, NSW",2.52
"Gum Flat, NSW",2.52
"Howell, NSW",2.52
"Inverell, NSW",2.52
"Kings Plains, NSW",2.52
"Little Plain, NSW",2.52
"Long Plain, NSW",2.52
"Mount Russell, NSW",2.52
"Newstead, NSW",2.52
"Nullamanna, NSW",2.52
"Oakwood, NSW",2.52
"Paradise, NSW",2.52
"Rob Roy, NSW",2.52
"Sapphire, NSW",2.52
"Spring Mountain, NSW",2.39
"Stanborough, NSW",2.52
"Swanbrook, NSW",2.52
"Wallangra, NSW",2.52
"Wandera, NSW",2.52
"Woodstock, NSW",2.52
"Ashford, NSW",2.84
"Atholwood, NSW",2.84
"Bonshaw, NSW",2.84
"Limestone, NSW",2.84
"Pindaroi, NSW",2.84
"Backwater, NSW",2.84
"Bald Blair, NSW",2.84
"Baldersleigh, NSW",2.84
"Bassendean, NSW",2.84
"Ben Lomond, NSW",2.84
"Black Mountain, NSW",2.84
"Briarbrook, NSW",2.84
"Brockley, NSW",2.84
"Brushy Creek, NSW",2.84
"Falconer, NSW",2.84
"Georges Creek, NSW",2.84
"Glen Nevis, NSW",2.84
"Glencoe, NSW",2.84
"Green Hills, NSW",2.84
"Guyra, NSW",2.84
"Llangothlin, NSW",2.84
"Maybole, NSW",2.84
"Mount Mitchell, NSW",2.84
"New Valley, NSW",2.84
"Oban, NSW",2.84
"South Guyra, NSW",2.84
"Tenterden, NSW",2.84
"The Basin, NSW",2.84
"The Gulf, NSW",2.84
"Tubbamurra, NSW",2.84
"Wandsworth, NSW",2.84
"Old Mill, NSW",2.84
"Stannifer, NSW",2.84
"Tingha, NSW",2.84
"Bald Nob, NSW",2.84
"Diehard, NSW",2.84
"Dundee, NSW",2.84
"Furracabad, NSW",2.84
"Gibraltar Range, NSW",2.84
"Glen Elgin, NSW",2.84
"Glen Innes, NSW",2.84
"Kingsgate, NSW",2.84
"Kookabookra, NSW",2.84
"Lambs Valley, NSW",2.84
"Matheson, NSW",2.84
"Moggs Swamp, NSW",2.84
"Moogem, NSW",2.84
"Morven, NSW",2.84
"Newton Boyd, NSW",2.84
"Pinkett, NSW",2.84
"Rangers Valley, NSW",2.84
"Red Range, NSW",2.84
"Reddestone, NSW",2.84
"Shannon Vale, NSW",2.84
"Stonehenge, NSW",2.84
"Swan Vale, NSW",2.84
"Wellingrove, NSW",2.84
"Yarrowford, NSW",2.84
"Capoompeta, NSW",2.84
"Deepwater, NSW",2.84
"Emmaville, NSW",2.84
"Rocky Creek, NSW",2.84
"Stannum, NSW",2.84
"The Gulf, NSW",2.84
"Torrington, NSW",2.84
"Wellington Vale, NSW",2.84
"Yellow Dam, NSW",2.84
"Bolivia, NSW",2.48
"Boonoo Boonoo, NSW",2.48
"Boorook, NSW",2.48
"Carrolls Creek, NSW",2.48
"Cullendore, NSW",2.48
"Forest Land, NSW",2.48
"Liston, NSW",2.48
"Mole River, NSW",2.48
"Rivertree, NSW",2.48
"Rocky River, NSW",2.48
"Sandy Flat, NSW",2.48
"Sandy Hill, NSW",2.48
"Silent Grove, NSW",2.48
"Tarban, NSW",2.48
"Tenterfield, NSW",2.48
"Timbarra, NSW",2.48
"Willsons Downfall, NSW",2.48
"Woodside, NSW",2.48
"Wylie Creek, NSW",2.48
"Goolhi, NSW",2.84
"Mullaley, NSW",2.84
"Napier Lane, NSW",2.84
"Nombi, NSW",2.84
"Blue Vale, NSW",2.84
"Emerald Hill, NSW",2.84
"Ghoolendaadi, NSW",2.84
"Gunnedah, NSW",2.84
"Kelvin, NSW",2.84
"Marys Mount, NSW",2.84
"Milroy, NSW",2.84
"Orange Grove, NSW",2.84
"Rangari, NSW",2.84
"Breeza, NSW",2.84
"Curlewis, NSW",2.84
"Premer, NSW",2.84
"Tambar Springs, NSW",2.84
"Boggabri, NSW",2.84
"Maules Creek, NSW",2.84
"Wean, NSW",2.84
"Willala, NSW",2.84
"Burren Junction, NSW",2.69
"Drildool, NSW",2.69
"Nowley, NSW",2.69
"Bulyeroi, NSW",2.69
"Rowena, NSW",2.69
"Boolcarroll, NSW",2.84
"Cuttabri, NSW",2.84
"Jews Lagoon, NSW",2.84
"Merah North, NSW",2.84
"Pilliga, NSW",2.84
"Spring Plains, NSW",2.84
"The Pilliga, NSW",2.84
"Wee Waa, NSW",2.84
"Yarrie Lake, NSW",2.84
"Baan Baa, NSW",2.84
"Berrigal, NSW",2.84
"Bohena Creek, NSW",2.84
"Bullawa Creek, NSW",2.84
"Couradda, NSW",2.84
"Edgeroi, NSW",2.84
"Eulah Creek, NSW",2.84
"Harparary, NSW",2.84
"Jacks Creek, NSW",2.84
"Kaputar, NSW",2.84
"Narrabri, NSW",2.84
"Narrabri West, NSW",2.84
"Rocky Creek, NSW",2.84
"Tarriaro, NSW",2.84
"Turrawan, NSW",2.84
"Binnaway, NSW",2.69
"Ropers Road, NSW",2.69
"Weetaliba, NSW",2.69
"Baradine, NSW",2.69
"Barwon, NSW",2.69
"Goorianawa, NSW",2.69
"Kenebri, NSW",2.69
"Bellata, NSW",2.84
"Millie, NSW",2.84
"Gurley, NSW",2.84
"Biniguy, NSW",2.84
"Pallamallawa, NSW",2.84
"Ashley, NSW",2.84
"Bullarah, NSW",2.84
"Crooble, NSW",2.84
"Mallowa, NSW",2.84
"Moree, NSW",2.84
"Moree East, NSW",2.84
"Terry Hie Hie, NSW",2.84
"Tulloona, NSW",2.84
"Gravesend, NSW",2.84
"Balfours Peak, NSW",2.84
"Coolatai, NSW",2.84
"Warialda, NSW",2.84
"Warialda Rail, NSW",2.84
"Delungra, NSW",2.84
"Gragin, NSW",2.84
"Myall Creek, NSW",2.84
"Bangheet, NSW",2.84
"Bingara, NSW",2.84
"Dinoga, NSW",2.84
"Elcombe, NSW",2.84
"Gineroi, NSW",2.84
"Keera, NSW",2.84
"Pallal, NSW",2.84
"Riverview, NSW",2.84
"Upper Bingara, NSW",2.84
"Boomi, NSW",2.84
"Garah, NSW",2.84
"Mungindi, NSW",2.84
"Mungindi, QLD",2.72
"Weemelah, NSW",2.84
"Blue Nobby, NSW",2.84
"North Star, NSW",2.84
"Yallaroi, NSW",2.84
"Boggabilla, NSW",2.84
"Boonal, NSW",2.84
"Twin Rivers, NSW",2.84
"Yetman, NSW",2.84
"Croppa Creek, NSW",2.84
"Monkerai, NSW",2.61
"Nooroo, NSW",2.61
"Stroud Road, NSW",2.61
"Upper Karuah River, NSW",2.61
"Weismantels, NSW",2.61
"Alison, NSW",2.19
"Bandon Grove, NSW",2.19
"Bendolba, NSW",2.19
