suburb_name,commission_rate
"West Lakes, SA",1.64
"Grange, SA",1.52
"Henley Beach, SA",1.52
"Henley Beach South, SA",1.52
"Kirkcaldy, SA",1.52
"Tennyson, SA",1.52
"Findon, SA",1.41
"Seaton, SA",1.62
"Seaton North, SA",1.52
"Fulham, SA",1.27
"Fulham Gardens, SA",1.27
"West Beach, SA",1.27
"Flinders Park, SA",1.59
"Kidman Park, SA",1.59
"Mile End, SA",1.13
"Mile End South, SA",1.13
"Thebarton, SA",1.13
"Torrensville, SA",1.13
"Torrensville Plaza, SA",1.13
"Brooklyn Park, SA",1.96
"Lockleys, SA",1.78
"Underdale, SA",1.78
"Cowandilla, SA",1.59
"Hilton, SA",1.59
"Marleston, SA",1.59
"Richmond, SA",1.59
"West Richmond, SA",1.59
"Clarence Park, SA",1.68
"Goodwood, SA",1.68
"Kings Park, SA",1.68
"Millswood, SA",1.68
"Wayville, SA",1.68
"Ashford, SA",1.59
"Black Forest, SA",1.59
"Everard Park, SA",1.59
"Forestville, SA",1.59
"Keswick, SA",1.59
"Glandore, SA",1.84
"Kurralta Park, SA",1.84
"Netley, SA",1.84
"North Plympton, SA",1.84
"Camden Park, SA",1.73
"Plympton, SA",1.73
"Plympton Park, SA",1.73
"South Plympton, SA",1.73
"Clarence Gardens, SA",1.62
"Edwardstown, SA",1.62
"Melrose Park, SA",1.62
"Novar Gardens, SA",1.59
"Colonel Light Gardens, SA",1.93
"Cumberland Park, SA",1.93
"Daw Park, SA",1.93
"Panorama, SA",1.93
"Westbourne Park, SA",1.93
"Bedford Park, SA",1.59
"Clovelly Park, SA",1.59
"Pasadena, SA",1.59
"St Marys, SA",1.59
"Ascot Park, SA",1.83
"Marion, SA",1.83
"Mitchell Park, SA",1.83
"Morphettville, SA",1.83
"Park Holme, SA",1.72
"Glengowrie, SA",1.59
"Somerton Park, SA",1.59
"Glenelg, SA",1.72
"Glenelg East, SA",1.72
"Glenelg Jetty Road, SA",1.72
"Glenelg North, SA",1.72
"Glenelg South, SA",1.72
"Oaklands Park, SA",1.59
"Warradale, SA",1.59
"Warradale North, SA",1.59
"Darlington, SA",1.80
"Seacombe Gardens, SA",1.80
"Seacombe Heights, SA",1.80
"Sturt, SA",1.80
"Brighton, SA",1.53
"Dover Gardens, SA",1.53
"Hove, SA",1.53
"North Brighton, SA",1.53
"South Brighton, SA",1.69
"Kingston Park, SA",1.83
"Marino, SA",1.83
"Seacliff, SA",1.83
"Seacliff Park, SA",1.83
"Seaview Downs, SA",1.83
"Bellevue Heights, SA",1.93
"Eden Hills, SA",1.93
"Blackwood, SA",1.84
"Coromandel Valley, SA",1.84
"Craigburn Farm, SA",1.84
"Hawthorndene, SA",1.84
"Belair, SA",1.86
"Glenalta, SA",1.86
"Hyde Park, SA",1.68
"Malvern, SA",1.68
"Unley, SA",1.68
"Unley Park, SA",1.68
"Brown Hill Creek, SA",1.93
"Clapham, SA",1.93
"Hawthorn, SA",1.93
"Kingswood, SA",1.93
"Lower Mitcham, SA",1.93
"Lynton, SA",1.93
"Mitcham, SA",1.93
"Netherby, SA",1.93
"Springfield, SA",1.93
"Torrens Park, SA",1.93
"Eastwood, SA",1.83
"Frewville, SA",1.83
"Fullarton, SA",1.83
"Highgate, SA",1.83
"Parkside, SA",1.83
"Glen Osmond, SA",1.54
"Glenunga, SA",1.54
"Mount Osmond, SA",1.54
"Myrtle Bank, SA",1.54
"St Georges, SA",1.54
"Urrbrae, SA",1.54
"Dulwich, SA",1.68
"Glenside, SA",1.68
"Linden Park, SA",1.68
"Toorak Gardens, SA",1.68
"Tusmore, SA",1.68
"Beaumont, SA",1.78
"Burnside, SA",1.78
"Erindale, SA",1.78
"Hazelwood Park, SA",1.78
"Stonyfell, SA",1.78
"Waterfall Gully, SA",1.78
"Wattle Park, SA",1.78
"Beulah Park, SA",1.68
"Kent Town, SA",1.68
"Norwood, SA",1.68
"Norwood South, SA",1.68
"Rose Park, SA",1.68
"Heathpool, SA",1.68
"Kensington, SA",1.68
"Kensington Gardens, SA",1.68
"Kensington Park, SA",1.68
"Leabrook, SA",1.68
"Marryatville, SA",1.68
"St Morris, SA",1.68
"Trinity Gardens, SA",1.68
"College Park, SA",1.68
"Evandale, SA",1.68
"Hackney, SA",1.68
"Maylands, SA",1.68
"St Peters, SA",1.68
"Stepney, SA",1.68
"Felixstow, SA",1.66
"Firle, SA",1.66
"Glynde, SA",1.66
"Joslin, SA",1.66
"Marden, SA",1.66
"Payneham, SA",1.66
"Payneham South, SA",1.66
"Royston Park, SA",1.66
"Auldana, SA",1.68
"Magill, SA",1.68
"Magill North, SA",1.68
"Magill South, SA",1.68
"Rosslyn Park, SA",1.68
"Skye, SA",1.68
"Teringie, SA",1.68
"Woodforde, SA",1.68
"Hectorville, SA",1.64
"Rostrevor, SA",1.64
"Tranmere, SA",1.64
"Tranmere North, SA",1.64
"Campbelltown, SA",1.78
"Newton, SA",1.75
"Dernancourt, SA",1.98
"Paradise, SA",1.98
"Athelstone, SA",1.98
"Castambul, SA",1.98
"Collinswood, SA",1.98
"Gilberton, SA",1.98
"Medindie, SA",1.98
"Medindie Gardens, SA",1.98
"Vale Park, SA",1.98
"Walkerville, SA",1.98
"Fitzroy, SA",1.80
"Ovingham, SA",1.80
"Prospect, SA",1.84
"Prospect East, SA",1.80
"Prospect West, SA",1.80
"Thorngate, SA",1.80
"Broadview, SA",1.65
"Nailsworth, SA",1.65
"Sefton Park, SA",1.65
"Blair Athol, SA",1.59
"Blair Athol West, SA",1.59
"Kilburn, SA",1.59
"Kilburn North, SA",1.59
"Clearview, SA",1.63
"Enfield, SA",1.63
"Northfield, SA",1.63
"Northgate, SA",1.63
"Gilles Plains, SA",1.77
"Greenacres, SA",1.77
"Hampstead Gardens, SA",1.77
"Hillcrest, SA",1.77
"Manningham, SA",1.77
"Oakden, SA",1.77
"Klemzig, SA",1.80
"Windsor Gardens, SA",1.80
"Holden Hill, SA",1.98
"Highbury, SA",1.98
"Hope Valley, SA",1.98
"Banksia Park, SA",1.86
"Tea Tree Gully, SA",1.86
"Vista, SA",1.86
"Modbury, SA",1.61
"Modbury Heights, SA",1.72
"Modbury North, SA",1.68
"Para Vista, SA",1.80
"Valley View, SA",1.80
"Cavan, SA",1.98
"Dry Creek, SA",1.98
"Gepps Cross, SA",1.98
"Mawson Lakes, SA",1.90
"Pooraka, SA",1.90
"Gulfview Heights, SA",1.97
"Para Hills, SA",1.97
"Para Hills West, SA",1.97
"Redwood Park, SA",1.58
"Ridgehaven, SA",1.58
"St Agnes, SA",1.64
"Ingle Farm, SA",1.76
"Walkley Heights, SA",1.78
"Parafield, SA",1.98
"Salisbury South, SA",1.98
"Green Fields, SA",2.19
"Parafield Gardens, SA",2.19
"Paralowie, SA",2.39
"Salisbury, SA",2.48
"Salisbury Downs, SA",2.23
"Salisbury North, SA",2.43
"Salisbury North Whites Road, SA",2.38
"Brahma Lodge, SA",2.14
"Salisbury East, SA",1.97
"Salisbury East Northbri Ave, SA",1.98
"Salisbury Heights, SA",1.98
"Salisbury Park, SA",1.98
"Salisbury Plain, SA",1.98
"Bolivar, SA",2.09
"Burton, SA",2.09
"Direk, SA",2.09
"Globe Derby Park, SA",2.09
"St Kilda, SA",2.09
"Waterloo Corner, SA",2.09
"Edinburgh, SA",1.98
"Elizabeth, SA",2.29
"Elizabeth East, SA",2.19
"Elizabeth Grove, SA",2.29
"Elizabeth South, SA",2.29
"Elizabeth Vale, SA",2.29
"Hillbank, SA",2.29
"Davoren Park, SA",2.52
"Davoren Park North, SA",2.18
"Davoren Park South, SA",2.18
"Elizabeth Downs, SA",1.85
"Elizabeth North, SA",2.18
"Elizabeth Park, SA",2.31
"Elizabeth West, SA",2.18
"Andrews Farm, SA",2.24
"Blakeview, SA",2.06
"Craigmore, SA",1.97
"Gould Creek, SA",2.12
"Humbug Scrub, SA",2.12
"One Tree Hill, SA",2.12
"Sampson Flat, SA",2.12
"Smithfield, SA",2.12
"Smithfield Plains, SA",2.00
"Smithfield West, SA",2.12
"Uleybury, SA",2.12
"Yattalunga, SA",2.12
"Kudla, SA",1.97
"Munno Para, SA",2.23
"Munno Para Downs, SA",1.97
"Munno Para West, SA",1.72
"Evanston, SA",1.97
"Evanston Gardens, SA",1.97
"Evanston Park, SA",2.16
"Evanston South, SA",1.97
"Hillier, SA",1.97
"Angle Vale, SA",1.98
"Bibaringa, SA",1.53
"Buchfelde, SA",1.53
"Concordia, SA",1.53
"Gawler, SA",1.53
"Gawler Belt, SA",1.53
"Gawler East, SA",1.53
"Gawler River, SA",1.53
"Gawler South, SA",1.53
"Gawler West, SA",1.53
"Hewett, SA",1.53
"Kalbeeba, SA",1.53
"Kangaroo Flat, SA",1.53
"Kingsford, SA",1.53
"Reid, SA",1.53
"Ward Belt, SA",1.53
"Willaston, SA",1.53
"Buckland Park, SA",1.98
"Virginia, SA",1.98
"Macdonald Park, SA",1.98
"Penfield, SA",1.98
"Penfield Gardens, SA",1.98
"Golden Grove, SA",1.70
"Greenwith, SA",1.83
"Fairview Park, SA",1.98
"Surrey Downs, SA",1.98
"Yatala Vale, SA",1.98
"Wynn Vale, SA",1.98
"Houghton, SA",2.10
"Lower Hermitage, SA",2.10
"Upper Hermitage, SA",2.10
"Paracombe, SA",2.10
"Inglewood, SA",2.10
"Cherryville, SA",2.10
"Montacute, SA",2.10
"Norton Summit, SA",2.10
"Ashton, SA",2.10
"Marble Hill, SA",2.10
"Basket Range, SA",2.10
"Forest Range, SA",2.10
"Greenhill, SA",2.10
"Horsnell Gully, SA",2.10
"Summertown, SA",2.10
"Uraidla, SA",2.10
"Carey Gully, SA",2.10
"Eagle on the Hill, SA",1.93
"Leawood Gardens, SA",1.93
"Piccadilly, SA",2.10
"Cleland, SA",2.10
"Crafers, SA",2.10
"Crafers West, SA",2.10
"Mount Lofty, SA",2.10
"Stirling, SA",2.10
"Biggs Flat, SA",2.10
"Bradbury, SA",2.10
"Chapel Hill, SA",2.10
"Echunga, SA",2.10
"Flaxley, SA",2.10
"Green Hills Range, SA",2.10
"Heathfield, SA",2.10
"Ironbank, SA",2.10
"Jupiter Creek, SA",2.10
"Longwood, SA",2.10
"Macclesfield, SA",2.10
"Mylor, SA",2.10
"Scott Creek, SA",2.10
"Aldgate, SA",2.10
"Bridgewater, SA",2.10
"Mount George, SA",2.10
"Upper Sturt, SA",2.10
"Ashbourne, SA",2.03
"Bull Creek, SA",2.03
"Cherry Gardens, SA",2.03
"Clarendon, SA",2.03
"Coromandel East, SA",2.03
"Dorset Vale, SA",2.03
"Kangarilla, SA",2.03
"Mcharg Creek, SA",2.03
"Hallett Cove, SA",1.63
"O'Halloran Hill, SA",1.81
"Sheidow Park, SA",1.81
"Trott Park, SA",1.81
"Aberfoyle Park, SA",1.80
"Chandlers Hill, SA",1.85
"Flagstaff Hill, SA",1.86
"Happy Valley, SA",1.88
"Lonsdale, SA",1.93
"Port Stanvac, SA",1.93
"Old Reynella, SA",2.29
"Reynella, SA",2.29
"Reynella East, SA",2.29
"Morphett Vale, SA",2.21
"Woodcroft, SA",2.13
"Hackham, SA",2.06
"Hackham West, SA",2.06
"Huntfield Heights, SA",2.06
"Onkaparinga Hills, SA",2.06
"Christie Downs, SA",1.93
"Christies Beach, SA",1.98
"Christies Beach North, SA",1.98
"O'Sullivan Beach, SA",1.93
"Port Noarlunga, SA",1.93
"Port Noarlunga South, SA",1.93
"Noarlunga Centre, SA",1.93
"Noarlunga Downs, SA",1.93
"Old Noarlunga, SA",1.93
"Moana, SA",1.91
"Seaford, SA",1.91
"Seaford Heights, SA",1.91
"Seaford Meadows, SA",1.88
"Seaford Rise, SA",1.91
"Maslin Beach, SA",2.03
"Blewitt Springs, SA",2.03
"Mclaren Flat, SA",2.03
"Mclaren Vale, SA",2.03
"Pedler Creek, SA",2.03
"Tatachilla, SA",2.03
"Dingabledinga, SA",2.03
"Hope Forest, SA",2.03
"Kuitpo, SA",2.03
"Kuitpo Colony, SA",2.03
"Kyeema, SA",2.03
"Montarra, SA",2.03
"Pages Flat, SA",2.03
"The Range, SA",2.03
"Whites Valley, SA",2.03
"Willunga, SA",2.03
"Willunga Hill, SA",2.03
"Willunga South, SA",2.03
"Yundi, SA",2.03
"Aldinga, SA",2.00
"Aldinga Beach, SA",1.96
"Port Willunga, SA",2.00
"Silver Sands, SA",2.00
"Sellicks Beach, SA",2.20
"Sellicks Hill, SA",2.20
"Blackfellows Creek, SA",2.03
"Meadows, SA",2.03
"Paris Creek, SA",2.03
"Prospect Hill, SA",2.03
"Hindmarsh Tiers, SA",2.03
"Myponga, SA",2.03
"Myponga Beach, SA",2.03
"Bald Hills, SA",2.03
"Parawa, SA",2.03
"Torrens Vale, SA",2.03
"Tunkalilla, SA",2.03
"Wattle Flat, SA",2.03
"Yankalilla, SA",2.03
"Cape Jervis, SA",2.03
"Carrickalinga, SA",2.03
"Deep Creek, SA",2.03
"Delamere, SA",2.03
"Hay Flat, SA",2.03
"Normanville, SA",2.03
"Rapid Bay, SA",2.03
"Second Valley, SA",2.03
"Silverton, SA",2.03
"Wirrina Cove, SA",2.03
"Mount Compass, SA",2.03
"Mount Magnificent, SA",2.03
"Nangkita, SA",2.03
"Back Valley, SA",1.94
"Encounter Bay, SA",1.94
"Hayborough, SA",1.94
"Hindmarsh Valley, SA",1.94
"Inman Valley, SA",1.94
"Lower Inman Valley, SA",1.94
"Mccracken, SA",1.94
"Mount Jagged, SA",1.94
"Victor Harbor, SA",1.94
"Waitpinga, SA",1.94
"Willow Creek, SA",1.94
"Yilki, SA",1.94
"Port Elliot, SA",2.03
"Middleton, SA",2.03
"Currency Creek, SA",2.25
"Goolwa, SA",2.25
"Goolwa Beach, SA",2.25
"Goolwa North, SA",2.25
"Goolwa South, SA",2.25
"Hindmarsh Island, SA",2.25
"Mosquito Hill, SA",2.25
"Mundoo Island, SA",2.25
"Parndana, SA",2.26
"American River, SA",2.26
"Ballast Head, SA",2.26
"Muston, SA",2.26
"American Beach, SA",2.26
"Antechamber Bay, SA",2.26
"Baudin Beach, SA",2.26
"Browns Beach, SA",2.26
"Cuttlefish Bay, SA",2.26
"Dudley East, SA",2.26
"Dudley West, SA",2.26
"Hungerford, SA",2.26
"Ironstone, SA",2.26
"Island Beach, SA",2.26
"Kangaroo Head, SA",2.26
"Pelican Lagoon, SA",2.26
"Penneshaw, SA",2.26
"Porky Flat, SA",2.26
"Sapphiretown, SA",2.26
"Willoughby, SA",2.26
"Willson River, SA",2.26
"Bay of Shoals, SA",2.26
"Birchmore, SA",2.26
"Brownlow Ki, SA",2.26
"Cape Borda, SA",2.26
"Cassini, SA",2.26
"Cygnet River, SA",2.26
"D'Estrees Bay, SA",2.26
"De Mole River, SA",2.26
"Duncan, SA",2.26
"Emu Bay, SA",2.26
"Flinders Chase, SA",2.26
"Gosse, SA",2.26
"Haines, SA",2.26
"Harriet River, SA",2.26
"Karatta, SA",2.26
"Kingscote, SA",2.26
"Kohinoor, SA",2.26
"Macgillivray, SA",2.26
"Menzies, SA",2.26
"Middle River, SA",2.26
"Nepean Bay, SA",2.26
"Newland, SA",2.26
"North Cape, SA",2.26
"Seal Bay, SA",2.26
"Seddon, SA",2.26
"Stokes Bay, SA",2.26
"Stun'Sail Boom, SA",2.26
"Vivonne Bay, SA",2.26
"Western River, SA",2.26
"Wisanger, SA",2.26
"Chain of Ponds, SA",2.10
"Kersbrook, SA",2.10
"Millbrook, SA",2.10
"Cudlee Creek, SA",2.10
"Forreston, SA",2.10
"Gumeracha, SA",2.10
"Warren, SA",2.10
"Birdwood, SA",2.10
"Cromer, SA",2.10
"Eden Valley, SA",2.10
"Flaxman Valley, SA",1.85
"Mount Pleasant, SA",2.10
"Springton, SA",2.10
"Taunton, SA",2.10
"Tungkillo, SA",2.10
"Apamurra, SA",2.87
"Milendella, SA",2.87
"Palmer, SA",2.87
"Sanderston, SA",2.87
"Angas Valley, SA",2.87
"Big Bend, SA",2.26
"Bolto, SA",2.87
"Bowhill, SA",2.87
"Caurnamont, SA",2.87
"Claypans, SA",2.87
"Cowirra, SA",2.87
"Five Miles, SA",2.87
"Forster, SA",2.87
"Frahns, SA",2.87
"Frayville, SA",2.87
"Julanka Holdings, SA",2.87
"Lake Carlet, SA",2.87
"Mannum, SA",2.87
"Nildottie, SA",2.87
"Old Teal Flat, SA",2.87
"Pellaring Flat, SA",2.87
"Pompoota, SA",2.87
"Ponde, SA",2.87
"Port Mannum, SA",2.87
"Punthari, SA",2.87
"Purnong, SA",2.87
"Purnong Landing, SA",2.87
"Rocky Point, SA",2.87
"Teal Flat, SA",2.87
"Walker Flat, SA",2.87
"Wall Flat, SA",2.87
"Wongulla, SA",2.87
"Woodlane, SA",2.87
"Younghusband, SA",2.87
"Younghusband Holdings, SA",2.87
"Lenswood, SA",2.10
"Lobethal, SA",2.10
"Balhannah, SA",2.10
"Oakbank, SA",2.10
"Charleston, SA",2.10
"Harrogate, SA",2.10
"Inverbrackie, SA",2.10
"Mount Torrens, SA",2.10
"Woodside, SA",2.10
"Hahndorf, SA",2.10
"Paechtown, SA",2.10
"Verdun, SA",2.10
"Blakiston, SA",2.10
"Littlehampton, SA",2.10
"Totness, SA",2.10
"Bugle Ranges, SA",2.10
"Mount Barker, SA",2.10
"Mount Barker Junction, SA",2.10
"Mount Barker Springs, SA",2.10
"Mount Barker Summit, SA",2.10
"Wistow, SA",2.10
"Brukunga, SA",2.21
"Dawesley, SA",2.21
"Hay Valley, SA",2.21
"Kanmantoo, SA",2.21
"Nairne, SA",2.21
"St Ives, SA",2.21
"Avoca Dell, SA",2.70
"Brinkley, SA",2.70
"Burdett, SA",2.70
"Chapman Bore, SA",2.70
"Ettrick, SA",2.70
"Gifford Hill, SA",2.70
"Greenbanks, SA",2.70
"Long Flat, SA",2.70
"Mobilong, SA",2.70
"Murrawong, SA",2.70
"Murray Bridge, SA",2.81
"Murray Bridge East, SA",2.70
"Murray Bridge North, SA",2.70
"Murray Bridge South, SA",2.70
"Northern Heights, SA",2.70
"Riverglades, SA",2.70
"Riverglen, SA",2.70
"Rocky Gully, SA",2.87
"Sunnyside, SA",2.70
"Swanport, SA",2.70
"Toora, SA",2.70
"White Hill, SA",2.87
"White Sands, SA",2.70
"Willow Banks, SA",2.70
"Woods Point, SA",2.70
"Callington, SA",2.87
"Caloote, SA",2.87
"Monarto, SA",2.87
"Monarto South, SA",2.87
"Monteith, SA",2.70
"Murray Bridge, SA",2.87
"Mypolonga, SA",2.87
"Pallamana, SA",2.87
"Petwood, SA",2.26
"Rockleigh, SA",2.87
"Tepko, SA",2.87
"Zadows Landing, SA",2.87
"Angas Plains, SA",2.03
"Belvidere, SA",2.03
"Bletchley, SA",2.03
"Finniss, SA",2.03
"Gemmells, SA",2.03
"Hartley, SA",2.03
"Highland Valley, SA",2.03
"Lake Plains, SA",2.03
"Langhorne Creek, SA",2.03
"Mount Observation, SA",2.03
"Mulgundawa, SA",2.03
"Nalpa, SA",2.03
"Red Creek, SA",2.03
"Salem, SA",2.03
"Sandergrove, SA",2.03
"Strathalbyn, SA",2.03
"Tooperang, SA",2.03
"Willyaroo, SA",2.03
"Woodchester, SA",2.03
"Clayton Bay, SA",2.03
"Milang, SA",2.03
"Nurragi, SA",2.03
"Point Sturt, SA",2.03
"Tolderol, SA",2.03
"Ashville, SA",2.87
"Jervois, SA",2.87
"Kepa, SA",2.87
"Malinong, SA",2.87
"Narrung, SA",2.87
"Naturi, SA",2.87
"Point Mcleay, SA",2.87
"Poltalloch, SA",2.87
"Raukkan, SA",2.87
"Wellington, SA",2.87
"Wellington East, SA",2.87
"Elwomple, SA",2.87
"Tailem Bend, SA",2.87
"Cooke Plains, SA",2.56
"Coomandook, SA",2.56
"Culburra, SA",2.56
"Ki Ki, SA",2.56
"Yumali, SA",2.56
"Binnum, SA",2.56
"Frances, SA",2.56
"Hynam, SA",2.56
"Kybybolite, SA",2.56
"Coonawarra, SA",2.56
"Coorong, SA",2.87
"Meningie, SA",2.87
"Meningie East, SA",2.87
"Meningie West, SA",2.87
"Policeman Point, SA",2.87
"Salt Creek, SA",2.87
"Waltowa, SA",2.87
"Coonalpyn, SA",2.56
"Field, SA",2.56
"Bunbury, SA",2.56
"Colebatch, SA",2.56
"Deepwater, SA",2.56
"Tintinara, SA",2.56
"Brimbago, SA",2.56
"Coombe, SA",2.56
"Keith, SA",2.56
"Laffer, SA",2.56
"Makin, SA",2.56
"Mccallum, SA",2.56
"Mount Charles, SA",2.56
"Petherick, SA",2.56
"Shaugh, SA",2.56
"Sherwood, SA",2.56
"Willalooka, SA",2.56
"Wirrega, SA",2.56
"Bangham, SA",2.56
"Bordertown, SA",2.56
"Bordertown South, SA",2.56
"Cannawigara, SA",2.56
"Lowan Vale, SA",2.56
"Pooginagoric, SA",2.56
"Senior, SA",2.56
"Western Flat, SA",2.56
"Custon, SA",2.56
"Pine Hill, SA",2.56
"Wolseley, SA",2.56
"Buckingham, SA",2.56
"Carew, SA",2.56
"Kongal, SA",2.56
"Mundulla, SA",2.56
"Mundulla West, SA",2.56
"Swede Flat, SA",2.56
"Bool Lagoon, SA",2.56
"Cadgee, SA",2.56
"Joanna, SA",2.56
"Keppoch, SA",2.56
"Koppamurra, SA",2.56
"Laurie Park, SA",2.56
"Lochaber, SA",2.56
"Marcollat, SA",2.56
"Mount Light, SA",2.56
"Moyhall, SA",2.56
"Naracoorte, SA",2.56
"Padthaway, SA",2.56
"Spence, SA",2.56
"Stewart Range, SA",2.56
"Struan, SA",2.56
"The Gap, SA",2.56
"Wild Dog Valley, SA",2.56
"Wrattonbully, SA",2.56
"Coles, SA",2.56
"Conmurra, SA",2.56
"Fox, SA",2.56
"Greenways, SA",2.56
"Lucindale, SA",2.56
"Woolumbool, SA",2.56
"Avenue Range, SA",2.56
"Blackford, SA",2.56
"Boatswain Point, SA",2.56
"Cape Jaffa, SA",2.56
"Keilira, SA",2.56
"Kingston Se, SA",2.56
"Mount Benson, SA",2.56
"Pinks Beach, SA",2.56
"Reedy Creek, SA",2.56
"Rosetown, SA",2.56
"Sandy Grove, SA",2.56
"Taratap, SA",2.56
"Tilley Swamp, SA",2.56
"Wangolina, SA",2.56
"West Range, SA",2.56
"Wyomi, SA",2.56
"Bray, SA",2.56
"Nora Creina, SA",2.56
"Robe, SA",2.56
"Comaum, SA",2.56
"Glenroy, SA",2.56
"Maaoupe, SA",2.56
"Monbulla, SA",2.56
"Nangwarry, SA",2.56
"Penola, SA",2.56
"Pleasant Park, SA",2.56
"Tarpeena, SA",2.56
"Kalangadoo, SA",2.56
"Krongart, SA",2.56
"Moerlong, SA",2.56
"Wepar, SA",2.56
"Koorine, SA",2.56
"Mount Burr, SA",2.56
"Mount Mcintyre, SA",2.56
"Short, SA",2.56
"Trihi, SA",2.56
"Wattle Range East, SA",2.56
"Beachport, SA",2.56
"Clay Wells, SA",2.56
"Furner, SA",2.56
"German Creek, SA",2.56
"German Flat, SA",2.56
"Hatherleigh, SA",2.56
"Kangaroo Inn, SA",2.56
"Magarey, SA",2.56
"Millicent, SA",2.56
"Rendelsham, SA",2.56
"Rocky Camp, SA",2.56
"Sebastopol, SA",2.56
"Southend, SA",2.56
"Tantanoola, SA",2.56
"Thornlea, SA",2.56
"Wattle Range, SA",2.56
"Mount Gambier, SA",2.39
"Allendale East, SA",2.56
"Blackfellows Caves, SA",2.56
"Burrungule, SA",2.56
"Canunda, SA",2.56
"Cape Douglas, SA",2.56
"Caroline, SA",2.56
"Carpenter Rocks, SA",2.56
"Caveton, SA",2.56
"Compton, SA",2.56
"Dismal Swamp, SA",2.56
"Donovans, SA",2.56
"Eight Mile Creek, SA",2.56
"Glenburnie, SA",2.56
"Glencoe, SA",2.56
"Glencoe West, SA",2.56
"Kongorong, SA",2.56
"Mil Lel, SA",2.56
"Mingbool, SA",2.56
"Moorak, SA",2.56
"Mount Gambier, SA",2.56
"Mount Gambier East, SA",2.56
"Mount Gambier West, SA",2.56
"Mount Schank, SA",2.56
"Nene Valley, SA",2.56
"Ob Flat, SA",2.56
"Pelican Point, SA",2.56
"Port Macdonnell, SA",2.56
"Racecourse Bay, SA",2.56
"Square Mile, SA",2.56
"Suttontown, SA",2.56
"Wandilo, SA",2.56
"Worrolong, SA",2.56
"Wye, SA",2.56
"Yahl, SA",2.56
"Carcuma, SA",2.56
"Geranium, SA",2.56
"Jabuk, SA",2.56
"Moorlands, SA",2.56
"Netherton, SA",2.56
"Parrakie, SA",2.56
"Peake, SA",2.56
"Sherlock, SA",2.56
"Wilkawatt, SA",2.56
"Lameroo, SA",2.56
"Ngarkat, SA",2.56
"Parilla, SA",2.56
"Kringin, SA",2.56
"Peebinga, SA",2.56
"Pinnaroo, SA",2.56
"Wynarka, SA",2.56
"Karoonda, SA",2.56
"Karte, SA",2.56
"Kulkami, SA",2.56
"Marama, SA",2.56
"Mootatunga, SA",2.56
"Copeville, SA",2.56
"Galga, SA",2.56
"Kalyan, SA",2.56
"Mantung, SA",2.56
"Mercunda, SA",2.56
"Perponda, SA",2.56
"Borrika, SA",2.56
"Halidon, SA",2.56
"Mindarie, SA",2.56
"Sandalwood, SA",2.56
"Caliph, SA",2.56
"Wanbi, SA",2.56
"Alawoona, SA",2.56
"Billiatt, SA",2.56
"Bugle Hut, SA",2.56
"Maggea, SA",2.56
"Malpas, SA",2.56
"Meribah, SA",2.56
"Paruna, SA",2.56
"Schell Well, SA",2.56
"Taldra, SA",2.56
"Taplan, SA",2.56
"Veitch, SA",2.56
"Woodleigh, SA",2.56
"Wunkar, SA",2.56
"Beatty, SA",3.38
"Beaumonts, SA",3.38
"Brenda Park, SA",3.38
"Bundey, SA",3.38
"Eba, SA",3.38
"Lindley, SA",3.38
"Maude, SA",3.38
"Morgan, SA",3.38
"Morphetts Flat, SA",3.38
"Murbko, SA",3.38
"North West Bend, SA",3.38
"Stuart, SA",3.38
"Wombats Rest, SA",3.38
"Cadell, SA",3.38
"Cadell Lagoon, SA",3.38
"Golden Heights, SA",3.38
"Qualco, SA",3.38
"Ramco, SA",3.38
"Ramco Heights, SA",3.38
"Sunlands, SA",3.38
"Boolgun, SA",3.38
"Devlins Pound, SA",3.38
"Good Hope Landing, SA",3.38
"Holder, SA",3.38
"Holder Siding, SA",3.38
"Kanni, SA",3.38
"Lowbank, SA",3.38
"Markaranka, SA",3.38
"Overland Corner, SA",3.38
"Pooginook, SA",3.38
"Stockyard Plain, SA",3.38
"Taylorville, SA",3.38
"Waikerie, SA",3.38
"Woolpunda, SA",3.38
"Kingston on Murray, SA",3.38
"Moorook, SA",3.38
"Moorook South, SA",3.38
"Wappilka, SA",3.38
"Yinkanie, SA",3.38
"Bookpurnong, SA",3.38
"Loxton, SA",3.38
"Loxton North, SA",3.38
"New Residence, SA",3.38
"Pata, SA",3.38
"Pyap, SA",3.38
"Pyap West, SA",3.38
"Mundic Creek, SA",3.38
"Murtho, SA",3.38
"Paringa, SA",3.38
"Pike River, SA",3.38
"Wonuarra, SA",3.38
"Yamba, SA",3.38
"Chaffey, SA",3.38
"Cooltong, SA",3.38
"Crescent, SA",3.38
"Old Calperum, SA",3.38
"Renmark, SA",3.38
"Renmark North, SA",3.38
"Renmark South, SA",3.38
"Renmark West, SA",3.38
"Monash, SA",3.38
"Berri, SA",3.38
"Gerard, SA",3.38
"Gurra Gurra, SA",3.38
"Katarapko, SA",3.38
"Lyrup, SA",3.38
"Winkie, SA",3.38
"Glossop, SA",3.38
"Barmera, SA",3.38
"Loveday, SA",3.38
"Spectacle Lake, SA",3.38
"Cobdogla, SA",3.38
"Rosedale, SA",2.33
"Sandy Creek, SA",2.33
"Altona, SA",2.33
"Barossa Goldfields, SA",2.33
"Cockatoo Valley, SA",2.33
"Lyndoch, SA",2.33
